Date,LossY
1980-01-03,0.84458787119409
1980-01-04,1.05022663977659
1980-01-05,0.869083080402369
1980-01-07,0.892745614016567
1980-01-07,2.31343664816491
1980-01-10,4.37670042859451
1980-01-10,3.96221909683952
1980-01-16,1.10758143501923
1980-01-16,0.745440786917459
1980-01-19,1.40259237866038
1980-01-21,3.67212144081525
1980-01-21,1.68917574238818
1980-01-24,0.73442438848541
1980-01-25,0.863887385340027
1980-01-26,5.70574247170737
1980-01-26,1.24537118781465
1980-01-28,13.1495733543899
1980-02-03,1.00444252400905
1980-02-05,2.27230899477077
1980-02-07,0.923845044231874
1980-02-10,1.90950320941734
1980-02-13,7.08380001382698
1980-02-16,2.72086933085483
1980-02-19,5.87539460627148
1980-02-20,0.760128983752321
1980-02-21,1.27338620704923
1980-02-22,1.02819384291249
1980-02-23,6.25288858845977
1980-02-25,0.87051969660806
1980-02-27,0.84458787119409
1980-03-07,1.66728339682911
1980-03-13,0.913447634765546
1980-03-13,1.2118003162427
1980-03-13,0.73442438848541
1980-03-17,2.94742180036745
1980-03-20,0.899108559746033
1980-03-21,1.67448754555332
1980-03-22,0.794797883562494
1980-03-26,0.968773410262368
1980-04-06,1.02819384291249
1980-04-10,0.789415588909189
1980-04-11,0.881309366504853
1980-04-14,2.47354110365809
1980-04-15,2.71737008691248
1980-04-16,0.771145382184369
1980-04-25,8.81309165860131
1980-04-25,0.848287258246105
1980-04-26,0.793355248015159
1980-05-01,0.735922702942952
1980-05-01,1.02819384291249
1980-05-02,0.967464705066611
1980-05-02,1.63683656357037
1980-05-04,0.854869909945576
1980-05-07,1.04064786077384
1980-05-09,1.65245474868922
1980-05-10,0.922953178444961
1980-05-16,3.67212144081525
1980-05-18,3.67212144081525
1980-05-20,0.790648049110789
1980-05-20,2.43587607654464
1980-05-21,0.773623344494465
1980-05-26,6.83234954082774
1980-05-29,0.881309366504853
1980-05-29,0.822555074329993
1980-06-02,1.0214712415198
1980-06-03,11.0163648240575
1980-06-11,0.902412676696762
1980-06-12,1.23016081309218
1980-06-15,1.33885557643973
1980-06-15,1.01533552593739
1980-06-16,0.865151948697062
1980-06-17,0.824581586016792
1980-06-21,0.984128750796102
1980-06-30,2.32078074658234
1980-07-02,0.73442438848541
1980-07-04,1.98801298086767
1980-07-04,2.79089383703439
1980-07-07,2.20327316545623
1980-07-10,1.82602396982813
1980-07-12,0.841650432471839
1980-07-14,0.727080290067979
1980-07-15,132.049490904224
1980-07-25,1.25439668899796
1980-07-26,0.915827281162123
1980-07-26,4.95736424606767
1980-07-28,1.07676892675562
1980-07-29,1.43975579397017
1980-08-07,3.1701434605355
1980-08-08,1.06515310221819
1980-08-08,1.46664519631733
1980-08-11,1.02147023829619
1980-08-18,0.871027327753367
1980-08-18,1.02819384291249
1980-08-20,0.95475135390277
1980-08-21,0.807866877495131
1980-08-23,0.861479648682444
1980-08-23,1.56976303963176
1980-08-27,1.02928635342087
1980-08-28,0.98693025271956
1980-08-28,1.05463329947177
1980-08-28,1.63482861152031
1980-08-30,1.00248924764558
1980-08-30,2.71737008691248
1980-09-02,1.41446302199406
1980-09-04,1.85450047192208
1980-09-05,1.0259907638708
1980-09-05,1.34399659581547
1980-09-08,1.71863440039371
1980-09-11,0.796850479063083
1980-09-12,2.138306411093
1980-09-12,0.880759599968038
1980-09-14,0.996705663549346
1980-09-15,0.833641196802751
1980-09-15,3.81900641883469
1980-09-15,0.900331990935167
1980-09-15,3.34816699449094
1980-09-25,1.09649531254647
1980-09-28,1.93373908532313
1980-09-30,1.61573325337846
1980-10-01,1.06491533822325
1980-10-01,0.882982743481873
1980-10-06,1.02411724378412
1980-10-07,1.88402333623848
1980-10-07,1.12466934272281
1980-10-08,0.863330596237961
1980-10-09,0.73442438848541
1980-10-12,2.3635406447856
1980-10-14,1.08038354141281
1980-10-16,1.94365193778712
1980-10-17,9.5658765439362
1980-10-20,0.946672895804777
1980-10-23,0.73442438848541
1980-10-24,0.77055799476228
1980-10-25,1.28415932375651
1980-10-27,1.40436607799813
1980-10-29,1.00983334606301
1980-10-30,0.73442438848541
1980-11-05,3.17271321780567
1980-11-07,0.786176179881133
1980-11-09,1.10163633192221
1980-11-10,1.17140702252912
1980-11-13,1.06124303820864
1980-11-14,0.737141118014049
1980-11-18,2.71002548688324
1980-11-18,2.66596039476685
1980-11-19,1.44094060105042
1980-11-20,1.3954062879611
1980-11-25,1.29256382952688
